OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost
ORD0000392,2021-11-18,CUST023324,Vihaan Kumar,P00037,Router,Electronics,KiddoFun,5,477.24,0.0,286.34,10.06
ORD0000393,2021-04-04,CUST030181,Priya Kumar,P00016,Air Fryer,Toys & Games,UrbanStyle,3,278.87,0.0,66.93,9.79
ORD0000394,2022-08-12,CUST013642,Vikas Singh,P00041,Webcam Full HD,Electronics,NexPro,1,99.56,0.05,7.57,7.42
ORD0000395,2021-04-14,CUST009422,Priya Sharma,P00050,Novel Bestseller,Books,BrightLux,3,77.65,0.25,8.74,9.43
ORD0000396,2023-10-30,CUST048133,Sahil Singh,P00043,HDMI Cable 2m,Home & Kitchen,BrightLux,3,567.89,0.0,85.18,13.57
ORD0000397,2022-11-11,CUST036618,Pooja Sharma,P00018,Vacuum Cleaner,Home & Kitchen,Zenith,2,436.96,0.25,52.44,9.28
ORD0000398,2022-01-19,CUST011417,Vivaan Reddy,P00041,Webcam Full HD,Clothing,Zenith,3,236.65,0.0,56.8,3.2
ORD0000399,2024-08-20,CUST034217,Priya Singh,P00010,Smartwatch,Electronics,UrbanStyle,4,124.35,0.0,24.87,12.79
ORD0000400,2020-02-07,CUST033773,Neha Verma,P00049,Children's Book,Sports & Outdoors,CoreTech,4,388.55,0.0,77.71,1.15
ORD0000401,2020-08-17,CUST009971,Aarav Kapoor,P00033,Puzzle 1000pc,Books,Apex,2,409.25,0.05,0.0,13.68
ORD0000402,2023-10-20,CUST016596,Priya Joshi,P00017,Electric Kettle,Home & Kitchen,HomeEase,2,466.29,0.3,52.22,7.92
ORD0000403,2021-07-16,CUST022332,Neha Joshi,P00050,Novel Bestseller,Home & Kitchen,FitLife,3,321.01,0.0,115.56,9.72
ORD0000404,2021-03-13,CUST027937,Anjali Singh,P00025,Running Shoes,Toys & Games,Apex,4,145.75,0.15,59.47,9.78
ORD0000405,2024-12-04,CUST030345,Vivaan Gupta,P00020,Office Chair,Books,Apex,3,557.97,0.05,190.83,13.16
ORD0000406,2023-07-30,CUST008370,Neha Verma,P00036,Smart Light Bulb,Electronics,HomeEase,2,353.9,0.0,56.62,6.24
ORD0000407,2020-01-27,CUST044703,Aditya Mehta,P00026,Sunglasses,Sports & Outdoors,FitLife,5,7.14,0.1,0.0,4.57
ORD0000408,2020-08-13,CUST030597,Neha Verma,P00039,Graphic Tablet,Books,Apex,5,237.5,0.0,95.0,7.08
ORD0000409,2023-07-24,CUST045230,Ritika Sharma,P00026,Sunglasses,Sports & Outdoors,FitLife,4,133.39,0.0,96.04,5.4
ORD0000410,2022-03-08,CUST022493,Arjun Singh,P00003,Smartphone Case,Sports & Outdoors,KiddoFun,5,262.9,0.0,65.73,12.41
ORD0000411,2024-06-20,CUST045811,Ritika Gupta,P00019,LED Desk Lamp,Home & Kitchen,FitLife,3,446.18,0.0,160.62,0.96
ORD0000412,2020-10-10,CUST041583,Aditya Kumar,P00016,Air Fryer,Clothing,NexPro,5,187.2,0.25,35.1,9.87
ORD0000413,2022-05-28,CUST049796,Vihaan Reddy,P00041,Webcam Full HD,Clothing,CoreTech,1,52.83,0.0,2.64,5.48
ORD0000414,2022-08-17,CUST000031,Karan Kapoor,P00005,Laptop Sleeve,Electronics,Apex,3,451.4,0.25,121.88,3.69
ORD0000415,2024-02-13,CUST008196,Kabir Kapoor,P00024,Yoga Mat,Home & Kitchen,UrbanStyle,3,532.69,0.0,287.65,10.38
ORD0000416,2021-03-28,CUST013179,Sneha Reddy,P00015,Instant Pot,Clothing,UrbanStyle,1,52.02,0.0,9.36,11.07
ORD0000417,2022-10-16,CUST000018,Sunita Joshi,P00021,Backpack,Books,KiddoFun,4,514.98,0.05,0.0,3.55
ORD0000418,2022-03-26,CUST025938,Simran Gupta,P00030,Dress Shirt,Electronics,ReadMore,4,557.57,0.15,151.66,11.32
ORD0000419,2021-10-20,CUST037096,Ritika Mehta,P00013,Action Camera,Home & Kitchen,Zenith,3,495.51,0.3,124.87,4.78
ORD0000420,2024-03-19,CUST001826,Priya Kapoor,P00036,Smart Light Bulb,Home & Kitchen,Zenith,4,26.26,0.1,4.73,4.14
ORD0000421,2021-06-30,CUST024624,Kabir Sharma,P00006,Gaming Mouse,Electronics,CoreTech,3,177.18,0.0,63.78,9.18
ORD0000422,2023-04-30,CUST006207,Kabir Verma,P00038,External HDD 2TB,Books,NexPro,3,168.62,0.05,24.03,14.43
ORD0000423,2022-12-08,CUST019546,Rohit Kumar,P00035,Desk Plant,Home & Kitchen,KiddoFun,2,254.34,0.0,40.69,2.34
ORD0000424,2024-03-15,CUST034816,Pooja Verma,P00006,Gaming Mouse,Sports & Outdoors,Apex,5,125.23,0.15,26.61,2.11
ORD0000425,2020-01-17,CUST007767,Mohit Kumar,P00049,Children's Book,Home & Kitchen,CoreTech,5,556.34,0.0,333.8,5.55
ORD0000426,2023-04-10,CUST024865,Mohit Reddy,P00040,Microphone,Electronics,BrightLux,1,124.17,0.25,4.66,3.04
ORD0000427,2023-05-28,CUST007249,Aditya Singh,P00023,Cookware Set,Sports & Outdoors,BrightLux,3,234.48,0.0,35.17,4.31
ORD0000428,2020-06-06,CUST024746,Aarav Mehta,P00022,Water Bottle,Sports & Outdoors,FitLife,5,326.46,0.0,293.81,6.8
ORD0000429,2021-04-21,CUST016032,Simran Kapoor,P00014,Drone Mini,Toys & Games,NexPro,4,147.0,0.05,27.93,7.9
ORD0000430,2022-12-05,CUST028771,Neha Gupta,P00040,Microphone,Toys & Games,FitLife,4,238.49,0.0,114.48,3.1
ORD0000431,2023-10-28,CUST023411,Vivaan Kumar,P00004,USB-C Charger,Toys & Games,HomeEase,5,464.26,0.25,87.05,4.41
ORD0000432,2021-06-01,CUST040414,Priya Gupta,P00021,Backpack,Electronics,CoreTech,3,162.19,0.0,38.93,13.08
ORD0000433,2020-04-08,CUST018575,Simran Verma,P00004,USB-C Charger,Sports & Outdoors,Zenith,4,416.04,0.0,0.0,3.76
ORD0000434,2024-11-03,CUST039284,Sneha Gupta,P00050,Novel Bestseller,Electronics,KiddoFun,5,446.28,0.0,178.51,14.42
ORD0000435,2022-11-26,CUST044787,Ritika Kumar,P00050,Novel Bestseller,Home & Kitchen,FitLife,1,34.57,0.0,1.73,5.7
ORD0000436,2020-10-06,CUST013895,Karan Verma,P00037,Router,Toys & Games,CoreTech,2,281.76,0.15,57.48,6.97
ORD0000437,2023-10-04,CUST047497,Sahil Kumar,P00033,Puzzle 1000pc,Home & Kitchen,Zenith,5,36.14,0.05,8.58,11.65
ORD0000438,2021-05-11,CUST032397,Arjun Gupta,P00004,USB-C Charger,Clothing,ReadMore,5,589.23,0.15,0.0,0.03
ORD0000439,2020-10-28,CUST021608,Arjun Verma,P00034,Desk Organizer,Sports & Outdoors,NexPro,3,108.48,0.05,37.1,14.17
ORD0000440,2020-06-29,CUST042130,Vivaan Singh,P00031,Kids Toy Car,Toys & Games,UrbanStyle,5,446.24,0.0,111.56,9.36
ORD0000441,2021-08-29,CUST011939,Priya Kapoor,P00031,Kids Toy Car,Electronics,NexPro,5,439.14,0.2,140.52,3.78
ORD0000442,2023-01-27,CUST032769,Ritika Gupta,P00034,Desk Organizer,Clothing,ReadMore,4,225.16,0.0,72.05,0.92
ORD0000443,2021-11-30,CUST039640,Simran Verma,P00007,Mechanical Keyboard,Home & Kitchen,ReadMore,2,430.44,0.15,87.81,0.26
ORD0000444,2022-09-19,CUST005245,Simran Gupta,P00048,Wireless Charger,Toys & Games,CoreTech,4,197.15,0.05,134.85,3.07
ORD0000445,2023-02-13,CUST029042,Sunita Gupta,P00046,Car Charger,Home & Kitchen,NexPro,1,68.55,0.0,3.43,1.06
ORD0000446,2020-07-09,CUST007204,Aman Reddy,P00017,Electric Kettle,Books,Zenith,1,565.14,0.2,22.61,14.44
ORD0000447,2020-09-09,CUST049394,Neha Joshi,P00031,Kids Toy Car,Home & Kitchen,UrbanStyle,4,380.51,0.0,76.1,6.78
ORD0000448,2022-09-07,CUST032464,Aditya Kapoor,P00034,Desk Organizer,Sports & Outdoors,Apex,5,73.63,0.2,14.73,1.28
ORD0000449,2022-07-16,CUST021458,Vivaan Mehta,P00014,Drone Mini,Home & Kitchen,FitLife,5,126.64,0.25,0.0,7.13
ORD0000450,2023-03-30,CUST044799,Anjali Kapoor,P00012,Noise Cancelling Headphones,Electronics,FitLife,1,81.66,0.1,5.88,0.62
ORD0000451,2023-07-03,CUST011203,Pooja Sharma,P00018,Vacuum Cleaner,Home & Kitchen,CoreTech,3,32.95,0.1,10.68,10.47
ORD0000452,2023-09-08,CUST048942,Aditya Kumar,P00023,Cookware Set,Toys & Games,HomeEase,1,481.52,0.1,0.0,5.9
ORD0000453,2020-05-07,CUST021245,Ritika Kapoor,P00014,Drone Mini,Sports & Outdoors,ReadMore,1,30.73,0.05,1.46,2.3
ORD0000454,2020-01-18,CUST021669,Aarav Gupta,P00044,Power Bank 20000mAh,Books,CoreTech,1,425.5,0.05,20.21,9.18
ORD0000455,2024-12-21,CUST012286,Ritika Sharma,P00039,Graphic Tablet,Sports & Outdoors,NexPro,4,456.47,0.15,77.6,0.88
ORD0000456,2024-10-24,CUST027621,Mohit Joshi,P00038,External HDD 2TB,Home & Kitchen,KiddoFun,3,129.68,0.05,29.57,10.42
ORD0000457,2021-07-19,CUST049115,Aman Joshi,P00013,Action Camera,Clothing,BrightLux,4,436.19,0.2,111.66,9.43
ORD0000458,2021-07-23,CUST018220,Pooja Singh,P00026,Sunglasses,Sports & Outdoors,CoreTech,4,406.52,0.2,65.04,5.64
ORD0000459,2023-09-08,CUST016196,Ritika Mehta,P00017,Electric Kettle,Home & Kitchen,CoreTech,4,533.72,0.05,0.0,0.17
ORD0000460,2021-11-16,CUST005196,Neha Verma,P00039,Graphic Tablet,Electronics,FitLife,1,93.25,0.0,7.46,3.43
ORD0000461,2024-12-20,CUST020302,Neha Patel,P00020,Office Chair,Books,CoreTech,3,445.46,0.1,96.22,12.49
ORD0000462,2021-09-17,CUST003763,Karan Patel,P00036,Smart Light Bulb,Books,NexPro,2,197.42,0.0,47.38,5.37
ORD0000463,2023-08-04,CUST015050,Anjali Verma,P00028,Jeans,Home & Kitchen,Zenith,3,15.36,0.0,3.69,7.65
ORD0000464,2022-05-03,CUST041737,Mohit Patel,P00009,Portable SSD 1TB,Sports & Outdoors,BrightLux,3,204.5,0.05,29.14,13.05
ORD0000465,2024-08-13,CUST026072,Karan Joshi,P00040,Microphone,Clothing,Apex,4,220.98,0.0,44.2,9.39
ORD0000466,2022-08-19,CUST049522,Priya Mehta,P00020,Office Chair,Home & Kitchen,FitLife,3,336.0,0.0,50.4,5.81
ORD0000467,2024-07-20,CUST022865,Sahil Sharma,P00010,Smartwatch,Sports & Outdoors,BrightLux,3,533.12,0.0,79.97,6.18
ORD0000468,2020-06-03,CUST049733,Simran Verma,P00026,Sunglasses,Home & Kitchen,BrightLux,4,346.72,0.0,69.34,12.25
ORD0000469,2021-05-04,CUST031650,Anjali Gupta,P00039,Graphic Tablet,Toys & Games,BrightLux,2,54.96,0.0,19.79,5.73
ORD0000470,2023-11-10,CUST013377,Anjali Verma,P00026,Sunglasses,Toys & Games,Apex,3,398.54,0.05,204.45,9.05
ORD0000471,2022-02-23,CUST034331,Sunita Reddy,P00006,Gaming Mouse,Sports & Outdoors,UrbanStyle,4,237.92,0.15,64.71,13.11
ORD0000472,2023-02-01,CUST013224,Aarav Reddy,P00011,Fitness Band,Electronics,ReadMore,1,197.91,0.1,32.06,13.59
ORD0000473,2023-11-17,CUST034822,Simran Mehta,P00012,Noise Cancelling Headphones,Home & Kitchen,FitLife,5,132.25,0.1,47.61,10.62
ORD0000474,2020-09-02,CUST042805,Vivaan Kumar,P00028,Jeans,Sports & Outdoors,FitLife,5,361.27,0.1,195.09,7.04
ORD0000475,2023-04-14,CUST008630,Aman Patel,P00005,Laptop Sleeve,Home & Kitchen,FitLife,1,225.88,0.0,18.07,8.59
ORD0000476,2022-11-28,CUST034759,Kabir Joshi,P00013,Action Camera,Clothing,KiddoFun,2,595.48,0.2,47.64,5.69
ORD0000477,2024-02-09,CUST036736,Simran Sharma,P00019,LED Desk Lamp,Sports & Outdoors,NexPro,1,443.67,0.2,17.75,13.76
ORD0000478,2024-09-01,CUST036150,Rohit Gupta,P00037,Router,Toys & Games,KiddoFun,5,71.95,0.3,20.15,6.15
ORD0000479,2022-01-28,CUST039074,Sahil Singh,P00040,Microphone,Home & Kitchen,FitLife,3,132.25,0.0,0.0,12.37
ORD0000480,2021-06-21,CUST007456,Priya Joshi,P00043,HDMI Cable 2m,Home & Kitchen,HomeEase,1,196.79,0.0,9.84,12.51
ORD0000481,2022-07-09,CUST016193,Neha Verma,P00036,Smart Light Bulb,Books,BrightLux,1,521.7,0.1,0.0,7.95
ORD0000482,2021-02-11,CUST022270,Aarav Kapoor,P00022,Water Bottle,Toys & Games,UrbanStyle,1,19.59,0.1,0.88,1.9
ORD0000483,2021-06-08,CUST023893,Sneha Singh,P00030,Dress Shirt,Home & Kitchen,Zenith,3,570.89,0.05,81.35,8.56
ORD0000484,2022-04-07,CUST013837,Priya Reddy,P00027,Winter Jacket,Sports & Outdoors,Apex,2,173.59,0.0,27.77,5.12
ORD0000485,2024-03-09,CUST045576,Aarav Reddy,P00012,Noise Cancelling Headphones,Books,FitLife,2,421.75,0.05,64.11,12.2
ORD0000486,2022-06-21,CUST027038,Karan Verma,P00020,Office Chair,Books,Apex,2,167.15,0.0,26.74,1.77
ORD0000487,2020-02-05,CUST005384,Sneha Verma,P00018,Vacuum Cleaner,Home & Kitchen,CoreTech,1,88.21,0.2,3.53,10.93
ORD0000488,2021-11-15,CUST049978,Simran Verma,P00047,Memory Card 128GB,Sports & Outdoors,HomeEase,4,178.94,0.0,128.84,10.83
ORD0000489,2020-01-20,CUST017276,Arjun Joshi,P00031,Kids Toy Car,Electronics,NexPro,3,12.33,0.0,0.0,4.63
ORD0000490,2020-11-16,CUST036187,Priya Reddy,P00038,External HDD 2TB,Books,CoreTech,3,381.52,0.0,57.23,4.19
ORD0000491,2024-12-04,CUST028007,Pooja Mehta,P00019,LED Desk Lamp,Clothing,FitLife,5,475.22,0.1,256.62,11.58
ORD0000492,2021-05-26,CUST032599,Neha Joshi,P00041,Webcam Full HD,Books,NexPro,3,5.3,0.05,0.76,4.61
ORD0000493,2021-02-03,CUST013448,Sneha Joshi,P00039,Graphic Tablet,Toys & Games,NexPro,2,348.26,0.2,66.87,1.02
ORD0000494,2021-10-15,CUST033085,Sahil Singh,P00035,Desk Plant,Electronics,CoreTech,2,247.81,0.15,21.06,1.38
ORD0000495,2022-08-29,CUST014799,Sunita Kumar,P00042,Projector Mini,Home & Kitchen,NexPro,2,442.68,0.0,0.0,8.41
ORD0000496,2021-04-15,CUST041982,Kabir Reddy,P00011,Fitness Band,Home & Kitchen,FitLife,4,99.57,0.1,28.68,0.28
ORD0000497,2023-03-12,CUST017484,Arjun Verma,P00007,Mechanical Keyboard,Books,CoreTech,4,231.07,0.0,73.94,4.72
ORD0000498,2023-01-20,CUST018852,Pooja Mehta,P00040,Microphone,Books,NexPro,3,514.01,0.05,117.19,5.06
ORD0000499,2023-10-09,CUST023915,Anjali Reddy,P00049,Children's Book,Electronics,UrbanStyle,5,181.03,0.05,68.79,8.75
ORD0000500,2022-04-13,CUST011710,Pooja Sharma,P00020,Office Chair,Sports & Outdoors,UrbanStyle,5,214.2,0.2,154.22,8.69
ORD0000501,2024-12-28,CUST042668,Priya Gupta,P00003,Smartphone Case,Sports & Outdoors,HomeEase,2,512.68,0.0,123.04,2.95
ORD0000502,2021-12-27,CUST010609,Ritika Kapoor,P00008,4K Monitor,Electronics,FitLife,5,385.04,0.0,96.26,1.42
ORD0000503,2022-05-03,CUST035476,Neha Singh,P00033,Puzzle 1000pc,Toys & Games,KiddoFun,2,342.87,0.05,52.12,1.57
ORD0000504,2020-02-20,CUST000030,Simran Reddy,P00028,Jeans,Sports & Outdoors,FitLife,2,14.71,0.0,2.35,4.47
ORD0000505,2024-08-15,CUST000435,Neha Patel,P00008,4K Monitor,Clothing,HomeEase,4,95.35,0.0,19.07,9.8
ORD0000506,2024-09-17,CUST025772,Anjali Reddy,P00012,Noise Cancelling Headphones,Home & Kitchen,ReadMore,4,128.54,0.0,25.71,7.28
ORD0000507,2021-07-28,CUST044282,Sahil Mehta,P00039,Graphic Tablet,Toys & Games,ReadMore,1,345.37,0.05,26.25,7.68
ORD0000508,2023-04-28,CUST013803,Simran Patel,P00033,Puzzle 1000pc,Clothing,HomeEase,1,478.42,0.0,57.41,3.92
ORD0000509,2023-02-22,CUST049199,Rohit Kumar,P00024,Yoga Mat,Toys & Games,NexPro,1,127.81,0.0,10.22,4.11
ORD0000510,2020-05-29,CUST042507,Ritika Mehta,P00025,Running Shoes,Home & Kitchen,UrbanStyle,3,86.48,0.05,12.32,3.55
ORD0000511,2020-11-09,CUST019926,Sneha Mehta,P00010,Smartwatch,Toys & Games,ReadMore,5,96.58,0.0,38.63,6.68
ORD0000512,2021-07-23,CUST026026,Vivaan Patel,P00025,Running Shoes,Sports & Outdoors,BrightLux,1,169.23,0.05,8.04,2.9
ORD0000513,2023-09-27,CUST020867,Neha Mehta,P00034,Desk Organizer,Electronics,KiddoFun,2,145.09,0.3,16.25,9.67
ORD0000514,2020-10-31,CUST013828,Sunita Singh,P00025,Running Shoes,Clothing,NexPro,3,313.08,0.0,46.96,2.29
ORD0000515,2024-09-11,CUST003555,Neha Sharma,P00050,Novel Bestseller,Sports & Outdoors,BrightLux,5,210.72,0.05,180.17,2.68
ORD0000516,2021-11-12,CUST023407,Arjun Reddy,P00049,Children's Book,Electronics,CoreTech,1,147.57,0.1,6.64,1.35
ORD0000517,2022-04-17,CUST010953,Ritika Patel,P00027,Winter Jacket,Sports & Outdoors,NexPro,5,77.32,0.05,18.36,14.21
ORD0000518,2024-12-11,CUST010696,Vihaan Joshi,P00018,Vacuum Cleaner,Home & Kitchen,KiddoFun,1,379.07,0.0,0.0,10.43
ORD0000519,2022-12-13,CUST004258,Vihaan Reddy,P00050,Novel Bestseller,Books,Apex,2,232.39,0.1,75.29,11.76
ORD0000520,2022-09-29,CUST019763,Simran Sharma,P00033,Puzzle 1000pc,Clothing,KiddoFun,4,452.96,0.3,63.41,7.04
ORD0000521,2021-03-19,CUST027375,Arjun Mehta,P00016,Air Fryer,Toys & Games,FitLife,5,550.04,0.25,0.0,8.27
ORD0000522,2021-09-04,CUST026015,Arjun Verma,P00018,Vacuum Cleaner,Home & Kitchen,Apex,4,222.81,0.1,64.17,7.89
ORD0000523,2022-09-19,CUST029288,Neha Gupta,P00010,Smartwatch,Electronics,BrightLux,4,463.05,0.0,0.0,14.83
ORD0000524,2020-09-20,CUST033107,Anjali Kapoor,P00040,Microphone,Clothing,CoreTech,2,226.3,0.0,36.21,14.7
ORD0000525,2022-12-12,CUST046117,Sunita Verma,P00009,Portable SSD 1TB,Sports & Outdoors,HomeEase,4,562.49,0.05,106.87,10.79
ORD0000526,2024-05-14,CUST038971,Anjali Reddy,P00033,Puzzle 1000pc,Electronics,CoreTech,5,176.63,0.1,95.38,14.05
ORD0000527,2022-09-30,CUST011116,Sunita Patel,P00043,HDMI Cable 2m,Sports & Outdoors,Apex,3,300.62,0.0,72.15,5.26
ORD0000528,2024-07-01,CUST005340,Neha Reddy,P00035,Desk Plant,Clothing,NexPro,5,9.07,0.1,4.9,2.42
ORD0000529,2020-01-05,CUST002409,Vivaan Kapoor,P00038,External HDD 2TB,Toys & Games,HomeEase,1,148.64,0.25,8.92,6.7
ORD0000530,2023-01-31,CUST011026,Aditya Kumar,P00002,Bluetooth Speaker,Toys & Games,Zenith,1,95.29,0.0,4.76,10.99
ORD0000531,2023-05-04,CUST006169,Priya Kumar,P00043,HDMI Cable 2m,Clothing,HomeEase,1,430.27,0.2,27.54,3.66
ORD0000532,2022-02-12,CUST018314,Aditya Mehta,P00007,Mechanical Keyboard,Books,Apex,5,46.86,0.05,0.0,13.63
ORD0000533,2022-05-26,CUST018885,Vihaan Verma,P00026,Sunglasses,Toys & Games,BrightLux,5,362.31,0.0,90.58,3.51
ORD0000534,2022-09-18,CUST023759,Simran Singh,P00018,Vacuum Cleaner,Toys & Games,Zenith,4,117.96,0.05,22.41,12.41
ORD0000535,2022-06-02,CUST026649,Priya Sharma,P00003,Smartphone Case,Home & Kitchen,HomeEase,4,469.66,0.0,0.0,7.48
ORD0000536,2023-10-05,CUST009300,Vivaan Patel,P00028,Jeans,Books,BrightLux,5,397.96,0.0,159.18,6.39
ORD0000537,2020-02-16,CUST018680,Vivaan Gupta,P00009,Portable SSD 1TB,Home & Kitchen,HomeEase,3,476.51,0.0,114.36,13.08
ORD0000538,2022-05-16,CUST007416,Vikas Patel,P00021,Backpack,Home & Kitchen,BrightLux,2,67.33,0.05,6.4,3.61
ORD0000539,2022-04-02,CUST007219,Karan Singh,P00041,Webcam Full HD,Toys & Games,HomeEase,4,446.49,0.0,142.88,9.22
ORD0000540,2022-07-24,CUST007093,Sneha Reddy,P00042,Projector Mini,Home & Kitchen,HomeEase,4,238.18,0.05,0.0,0.62
ORD0000541,2021-10-17,CUST042506,Karan Kapoor,P00044,Power Bank 20000mAh,Electronics,BrightLux,5,351.03,0.3,98.29,6.7
ORD0000542,2020-09-25,CUST018609,Mohit Singh,P00029,T-Shirt,Toys & Games,FitLife,3,40.4,0.1,8.73,2.81
ORD0000543,2021-01-04,CUST006269,Mohit Verma,P00006,Gaming Mouse,Toys & Games,CoreTech,4,346.01,0.2,55.36,2.74
ORD0000544,2021-09-27,CUST024742,Kabir Mehta,P00002,Bluetooth Speaker,Home & Kitchen,Apex,1,404.79,0.0,20.24,12.05
ORD0000545,2023-02-03,CUST011612,Kabir Kumar,P00031,Kids Toy Car,Clothing,KiddoFun,1,597.54,0.25,35.85,9.35
ORD0000546,2024-08-20,CUST036209,Neha Kapoor,P00009,Portable SSD 1TB,Home & Kitchen,CoreTech,4,538.96,0.0,0.0,2.7
ORD0000547,2024-08-09,CUST017266,Arjun Kumar,P00015,Instant Pot,Books,HomeEase,5,291.5,0.05,166.16,5.25
ORD0000548,2021-10-18,CUST005934,Simran Gupta,P00037,Router,Toys & Games,Zenith,5,166.38,0.0,41.6,6.6
ORD0000549,2020-04-29,CUST007415,Simran Gupta,P00037,Router,Toys & Games,Apex,5,91.91,0.25,41.36,0.29
ORD0000550,2022-04-10,CUST004166,Aarav Joshi,P00024,Yoga Mat,Books,FitLife,3,344.01,0.05,78.43,13.55
ORD0000551,2024-12-15,CUST006138,Priya Reddy,P00011,Fitness Band,Books,FitLife,1,278.84,0.05,13.24,3.53
ORD0000552,2024-06-15,CUST033291,Mohit Verma,P00033,Puzzle 1000pc,Books,KiddoFun,2,331.31,0.15,45.06,13.05
ORD0000553,2022-12-17,CUST031827,Simran Patel,P00036,Smart Light Bulb,Toys & Games,NexPro,4,290.45,0.0,139.42,13.2
ORD0000554,2023-10-01,CUST042384,Ritika Gupta,P00003,Smartphone Case,Toys & Games,Apex,3,542.15,0.15,0.0,8.03
ORD0000555,2022-01-10,CUST043680,Karan Gupta,P00046,Car Charger,Electronics,BrightLux,3,446.2,0.0,0.0,13.33
ORD0000556,2024-02-06,CUST042370,Simran Gupta,P00032,Board Game,Toys & Games,FitLife,5,129.53,0.2,25.91,8.12
ORD0000557,2020-04-26,CUST014311,Rohit Mehta,P00012,Noise Cancelling Headphones,Electronics,KiddoFun,4,379.2,0.0,75.84,11.32
ORD0000558,2022-03-01,CUST003130,Neha Verma,P00034,Desk Organizer,Toys & Games,BrightLux,3,287.91,0.2,55.28,6.11
ORD0000559,2023-02-24,CUST019366,Sneha Mehta,P00031,Kids Toy Car,Clothing,BrightLux,1,486.08,0.05,36.94,3.69
ORD0000560,2023-11-17,CUST035919,Ritika Patel,P00042,Projector Mini,Toys & Games,ReadMore,2,488.0,0.0,117.12,10.06
ORD0000561,2022-10-09,CUST022713,Ritika Gupta,P00002,Bluetooth Speaker,Clothing,UrbanStyle,4,134.34,0.15,36.54,14.11
ORD0000562,2024-07-22,CUST013389,Priya Sharma,P00018,Vacuum Cleaner,Electronics,CoreTech,3,301.47,0.0,162.79,1.01
ORD0000563,2022-12-17,CUST033863,Sunita Gupta,P00001,Wireless Earbuds,Clothing,ReadMore,3,326.22,0.3,0.0,12.96
ORD0000564,2021-09-25,CUST017524,Aarav Kapoor,P00016,Air Fryer,Toys & Games,UrbanStyle,1,209.89,0.25,28.34,5.39
ORD0000565,2021-05-27,CUST027833,Vivaan Kapoor,P00040,Microphone,Books,CoreTech,4,8.39,0.0,2.68,4.6
ORD0000566,2024-11-09,CUST006467,Neha Gupta,P00021,Backpack,Books,BrightLux,3,596.75,0.05,0.0,11.38
ORD0000567,2022-03-12,CUST008207,Sneha Kapoor,P00035,Desk Plant,Sports & Outdoors,FitLife,2,165.15,0.0,16.52,10.49
ORD0000568,2023-01-24,CUST015188,Vikas Kumar,P00001,Wireless Earbuds,Electronics,ReadMore,2,427.79,0.0,154.0,0.21
ORD0000569,2024-07-19,CUST039354,Rohit Kapoor,P00007,Mechanical Keyboard,Sports & Outdoors,ReadMore,2,532.98,0.3,59.69,3.77
ORD0000570,2023-02-15,CUST034307,Pooja Singh,P00031,Kids Toy Car,Home & Kitchen,Zenith,4,158.42,0.05,48.16,12.19
ORD0000571,2021-07-13,CUST037946,Vihaan Sharma,P00024,Yoga Mat,Home & Kitchen,Zenith,2,501.89,0.0,120.45,5.94
ORD0000572,2024-06-12,CUST006543,Priya Joshi,P00050,Novel Bestseller,Electronics,ReadMore,5,45.87,0.0,27.52,13.66
ORD0000573,2021-05-02,CUST045827,Vivaan Kapoor,P00046,Car Charger,Electronics,ReadMore,2,393.45,0.0,62.95,0.82
ORD0000574,2023-06-14,CUST007580,Vikas Singh,P00011,Fitness Band,Sports & Outdoors,UrbanStyle,4,194.44,0.05,59.11,5.87
ORD0000575,2022-06-15,CUST026287,Aditya Gupta,P00004,USB-C Charger,Electronics,ReadMore,1,301.99,0.15,12.83,3.11
ORD0000576,2023-07-19,CUST043585,Anjali Mehta,P00016,Air Fryer,Sports & Outdoors,FitLife,5,584.19,0.1,131.44,5.65
ORD0000577,2023-04-27,CUST042421,Mohit Kumar,P00009,Portable SSD 1TB,Clothing,UrbanStyle,3,326.84,0.05,46.57,8.47
ORD0000578,2021-12-04,CUST005012,Arjun Reddy,P00003,Smartphone Case,Books,ReadMore,2,417.98,0.05,95.3,8.52
ORD0000579,2024-01-10,CUST013323,Vikas Reddy,P00022,Water Bottle,Toys & Games,ReadMore,1,517.9,0.05,59.04,10.5
ORD0000580,2021-08-03,CUST034585,Aman Gupta,P00002,Bluetooth Speaker,Sports & Outdoors,NexPro,5,29.2,0.05,0.0,11.99
ORD0000581,2022-02-28,CUST026815,Mohit Gupta,P00028,Jeans,Electronics,Apex,3,119.58,0.05,17.04,6.34
ORD0000582,2022-05-10,CUST005636,Neha Gupta,P00050,Novel Bestseller,Clothing,CoreTech,3,499.02,0.0,0.0,12.59
ORD0000583,2020-09-03,CUST006995,Anjali Verma,P00019,LED Desk Lamp,Clothing,Apex,2,77.94,0.05,17.77,9.49
ORD0000584,2023-01-04,CUST028214,Simran Verma,P00042,Projector Mini,Sports & Outdoors,KiddoFun,3,172.75,0.0,25.91,0.57
ORD0000585,2020-06-02,CUST038972,Arjun Kumar,P00031,Kids Toy Car,Clothing,NexPro,2,447.53,0.0,44.75,0.73
ORD0000586,2024-08-06,CUST004252,Sunita Reddy,P00038,External HDD 2TB,Books,FitLife,2,181.28,0.0,18.13,13.41
